customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
6352-TWCAU,Month-to-month,Yes,Electronic check,86.45,3029.1
2361-UPSND,One year,No,Mailed check,70.6,3231.05
6035-RIIOM,Two year,Yes,Bank transfer (automatic),97.2,5129.45
2929-QNSRW,One year,Yes,Electronic check,98.25,5508.35
1262-OPMFY,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9
9504-DSHWM,Month-to-month,No,Bank transfer (automatic),59.2,1191.2
5035-BVCXS,Month-to-month,Yes,Mailed check,75.9,866.4
6267-DCFFZ,Month-to-month,Yes,Electronic check,90.05,2627.2
3533-UVMOM,Two year,No,Bank transfer (automatic),70.95,4741.45
2439-LYPMQ,Month-to-month,Yes,Electronic check,102.6,4009.2
4248-QPAVC,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45
1899-VXWXM,One year,Yes,Credit card (automatic),106.1,5082.8
1478-VPOAD,Month-to-month,No,Electronic check,43.8,43.8
9995-HOTOH,Two year,No,Electronic check,59.0,3707.6
2988-PLAHS,One year,Yes,Electronic check,69.95,220.45
1371-OJCEK,One year,No,Bank transfer (automatic),24.35,1133.7
4999-IEZLT,One year,No,Credit card (automatic),29.45,1983.15
8883-ANODQ,Two year,Yes,Credit card (automatic),84.4,5746.75
4690-LLKUA,Month-to-month,Yes,Electronic check,45.05,770.6
2351-RRBUE,One year,No,Mailed check,20.65,134.05
5980-BDHPY,Two year,Yes,Bank transfer (automatic),87.1,6230.1
1498-DQNRX,Month-to-month,No,Mailed check,19.85,573.05
9469-WEJBT,Month-to-month,Yes,Electronic check,90.35,3419.3
3331-HQDTW,Month-to-month,Yes,Mailed check,109.8,3587.25
9490-DFPMD,Month-to-month,Yes,Electronic check,84.65,3541.35
2581-VKIRT,One year,No,Mailed check,65.5,3801.3
5442-XSDCW,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5
7426-WEIJX,Month-to-month,Yes,Electronic check,80.95,4859.1
2851-MMUTZ,Month-to-month,Yes,Mailed check,56.15,1439.35
3049-NDXFL,Month-to-month,No,Mailed check,85.8,85.8
8580-AECUZ,Month-to-month,Yes,Electronic check,79.1,79.1
3307-TLCUD,Month-to-month,No,Mailed check,34.4,592.75
6625-FLENO,Two year,No,Mailed check,20.75,1185.95
2967-MXRAV,One year,No,Mailed check,18.8,18.8
7963-GQRMY,Month-to-month,No,Mailed check,44.3,134.5
8189-HBVRW,Month-to-month,No,Electronic check,90.8,4921.2
4163-KIUHY,Month-to-month,Yes,Electronic check,25.6,901.25
1228-FZFRV,Month-to-month,No,Credit card (automatic),105.95,5341.8
3500-NSDOA,Two year,No,Credit card (automatic),70.8,4859.95
1171-TYKUR,Month-to-month,No,Electronic check,25.4,1139.2
3761-FLYZI,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45
2058-DCJBE,Month-to-month,Yes,Electronic check,69.75,324.6
5364-XYIRR,Month-to-month,Yes,Electronic check,94.65,4812.75
4829-AUOAX,Month-to-month,No,Bank transfer (automatic),96.05,4399.5
1219-NNDDO,Month-to-month,Yes,Electronic check,76.85,663.55
8388-DMKAE,Two year,No,Mailed check,20.25,174.65
4403-BWPAY,One year,Yes,Credit card (automatic),24.8,321.7
9659-QEQSY,Month-to-month,Yes,Electronic check,115.65,5125.5
5405-ZMYXQ,Month-to-month,Yes,Credit card (automatic),74.6,548.9
5047-LHVLY,Month-to-month,Yes,Mailed check,50.15,50.15
1442-OKRJE,One year,Yes,Bank transfer (automatic),103.15,7031.3
4737-AQCPU,Two year,No,Credit card (automatic),72.1,5016.65
9158-VCTQB,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95
2808-CHTDM,Two year,No,Mailed check,25.1,611.45
6311-UEUME,Month-to-month,Yes,Electronic check,78.9,2384.15
0793-TWELN,Month-to-month,Yes,Electronic check,80.15,319.85
3283-WCWXT,Two year,No,Mailed check,25.4,153.3
1060-ENTOF,One year,Yes,Credit card (automatic),105.4,7035.6
0999-QXNSA,Month-to-month,Yes,Mailed check,45.75,344.2
5451-MHQOF,One year,Yes,Mailed check,24.45,1431.65
4836-WNFNO,Two year,No,Credit card (automatic),25.0,1849.2
9225-BZLNZ,Two year,Yes,Electronic check,85.25,6083.1
0354-VXMJC,Two year,No,Credit card (automatic),19.6,426.65
4422-QVIJA,Month-to-month,No,Mailed check,50.15,1655.35
9365-SRSZE,Month-to-month,Yes,Electronic check,70.55,1943.9
6839-ITVZJ,Month-to-month,Yes,Electronic check,60.05,1616.15
8332-OSJDW,One year,No,Mailed check,26.4,314.95
4735-BJKOU,Two year,No,Mailed check,20.15,804.85
0274-JKUJR,Month-to-month,No,Mailed check,58.85,465.7
5740-YHGTW,Month-to-month,Yes,Credit card (automatic),97.55,6669.05
8917-SZTTJ,Two year,No,Credit card (automatic),19.65,1161.75
1696-MZVAU,One year,Yes,Credit card (automatic),25.25,947.75
7359-WWYJV,Two year,No,Credit card (automatic),114.45,8375.05
0375-HVGXO,Month-to-month,Yes,Electronic check,34.7,34.7
4906-ZHGPK,One year,Yes,Electronic check,70.7,3770
8593-WHYHV,Month-to-month,Yes,Electronic check,85.3,264.8
3795-GWTRD,Two year,No,Credit card (automatic),75.55,4707.85
1298-PHBTI,Two year,Yes,Electronic check,84.8,6152.4
6223-DHJGV,One year,Yes,Mailed check,20.65,958.1
6961-MJKBO,Two year,No,Bank transfer (automatic),20.45,943
6097-EQISJ,One year,Yes,Credit card (automatic),102.45,6615.15
4423-YLHDV,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25
8158-WPEZG,Month-to-month,Yes,Electronic check,35.65,425.1
0107-YHINA,Month-to-month,Yes,Electronic check,99.75,99.75
4918-FYJNT,Month-to-month,No,Electronic check,90.45,5044.8
0727-BNRLG,Two year,Yes,Credit card (automatic),97.65,6743.55
4854-CIDCF,Month-to-month,No,Electronic check,73.85,196.4
8640-SDGKB,Month-to-month,Yes,Electronic check,74.4,299.7
3280-MRDOF,Two year,Yes,Credit card (automatic),69.1,2093.9
6435-SRWBJ,Month-to-month,Yes,Electronic check,82.75,417.75
9964-WBQDJ,Two year,Yes,Credit card (automatic),24.4,1725.4
6303-KFWSL,One year,Yes,Electronic check,55.25,1620.2
1702-CCFNJ,Month-to-month,No,Bank transfer (automatic),61.35,3169.55
8932-CZHRQ,One year,No,Credit card (automatic),76.75,5233.25
0386-CWRGM,Two year,No,Mailed check,19.4,967.85
5515-RUGKN,Month-to-month,Yes,Credit card (automatic),54.75,438.05
0404-AHASP,Two year,No,Credit card (automatic),19.7,1421.9
7279-NMVJC,One year,No,Bank transfer (automatic),19.9,323.15
2081-VEYEH,Month-to-month,Yes,Electronic check,107.95,318.6
6407-UTSLV,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7
4116-TZAQJ,Month-to-month,Yes,Credit card (automatic),74.25,639.65
9060-HJJRW,One year,Yes,Credit card (automatic),56.4,2928.5
2587-YNLES,Two year,No,Mailed check,20.1,100.35
7398-SKNQZ,Month-to-month,No,Electronic check,94.9,273.2
5935-FCCNB,Month-to-month,Yes,Electronic check,94.2,1608.15
1958-RNRKS,Month-to-month,No,Electronic check,49.9,1441.95
5136-RGMZO,Month-to-month,Yes,Electronic check,71.05,2168.15
8345-MVDYC,Two year,No,Bank transfer (automatic),81.65,3618.7
8226-BXGES,One year,No,Bank transfer (automatic),89.45,5692.65
3877-JRJIP,Month-to-month,Yes,Electronic check,59.85,59.85
8375-DKEBR,Month-to-month,Yes,Electronic check,69.6,69.6
9705-IOVQQ,One year,No,Electronic check,99.0,5969.3
1015-OWJKI,Month-to-month,No,Mailed check,19.05,19.05
7511-YMXVQ,Month-to-month,Yes,Electronic check,45.4,418.8
2040-XBAVJ,Two year,No,Bank transfer (automatic),114.45,8100.55
7551-JOHTI,Month-to-month,No,Mailed check,19.5,19.5
8887-IPQNC,Month-to-month,Yes,Mailed check,44.25,313.45
8646-JCOMS,One year,Yes,Bank transfer (automatic),90.55,6130.95
9804-ICWBG,Month-to-month,Yes,Electronic check,69.9,69.9
1222-KJNZD,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3
0106-GHRQR,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1
5318-IXUZF,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75
3768-VHXQO,Two year,No,Credit card (automatic),24.85,1583.5
8952-WCVCD,One year,Yes,Bank transfer (automatic),104.45,4162.05
2418-TPEUN,Two year,Yes,Credit card (automatic),19.8,1119.9
3963-RYFNS,Two year,Yes,Bank transfer (automatic),116.45,8013.55
3198-VELRD,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85
8540-ZQGEA,Two year,No,Credit card (automatic),20.05,1102.4
1320-REHCS,Month-to-month,Yes,Electronic check,110.75,5832
4137-JOPHL,Two year,Yes,Bank transfer (automatic),89.7,4304.5
9436-ZBZCT,Month-to-month,Yes,Electronic check,89.95,1178.4
7801-CEDNV,One year,No,Credit card (automatic),48.7,1421.75
2057-BOYKM,Two year,Yes,Bank transfer (automatic),96.6,6827.5
3658-QQJYD,One year,Yes,Credit card (automatic),74.3,4698.05
1803-BGNBD,Month-to-month,Yes,Electronic check,54.3,654.5
0134-XWXCE,One year,No,Bank transfer (automatic),74.85,3268.05
6950-TWMYB,Two year,Yes,Bank transfer (automatic),79.95,4362.05
5848-FHRFC,Two year,No,Bank transfer (automatic),20.05,1386.9
2243-FNMMI,Month-to-month,No,Mailed check,19.4,415.4
2511-MORQY,One year,No,Bank transfer (automatic),54.9,2614.1
5356-KZCKT,Two year,Yes,Credit card (automatic),24.45,1513.6
9470-XCCEM,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6
6519-CFDBX,Month-to-month,Yes,Electronic check,45.4,80.95
3902-MIVLE,Two year,No,Mailed check,75.7,4676.7
0409-WTMPL,One year,Yes,Credit card (automatic),110.65,6526.65
8763-KIAFH,One year,Yes,Mailed check,20.55,583.3
3669-WHAFY,Two year,Yes,Credit card (automatic),115.15,8078.1
3055-VTCGS,One year,No,Credit card (automatic),58.55,3503.5
3144-KMTWZ,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45
7279-BUYWN,Month-to-month,Yes,Electronic check,113.2,4689.5
7156-MHUGY,Month-to-month,Yes,Electronic check,90.5,1201.15
7198-GLXTC,Month-to-month,No,Electronic check,79.0,143.65
2007-QVGAW,Two year,Yes,Bank transfer (automatic),19.35,1292.65
5207-PLSTK,Month-to-month,Yes,Mailed check,48.75,48.75
2307-FYNNL,Two year,Yes,Electronic check,109.05,7108.2
5605-XNWEN,Two year,Yes,Bank transfer (automatic),25.0,1802.55
2155-AMQRX,Month-to-month,Yes,Credit card (automatic),54.9,1505.15
6181-AXXYF,Two year,No,Credit card (automatic),24.75,1859.1
5091-HFAZW,Month-to-month,Yes,Electronic check,91.15,168.5
0516-VRYBW,One year,No,Bank transfer (automatic),20.15,390.85
2519-LBNQL,One year,Yes,Electronic check,104.35,6339.45
8623-ULFNQ,Month-to-month,Yes,Electronic check,66.05,1652.4
8380-PEFPE,Month-to-month,Yes,Electronic check,71.65,71.65
5687-DKDTV,Month-to-month,No,Mailed check,20.35,77.5
1568-LJSZU,Two year,Yes,Credit card (automatic),92.2,6392.85
7530-HDYDS,Month-to-month,Yes,Credit card (automatic),84.25,3264.5
7789-HKSBS,One year,Yes,Bank transfer (automatic),105.2,4599.15
7416-CKTEP,Two year,Yes,Bank transfer (automatic),19.6,1134.25
2586-CWXVV,Month-to-month,No,Electronic check,30.4,1621.35
3096-IZETN,Month-to-month,No,Bank transfer (automatic),78.1,947.3
2348-KCJLT,One year,Yes,Mailed check,61.5,2722.2
8401-EMUWF,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3
4193-IBKSW,Two year,No,Bank transfer (automatic),24.75,1769.6
5377-NDTOU,Two year,No,Mailed check,91.05,6293.75
5922-ABDVO,Month-to-month,No,Mailed check,89.65,1761.05
2474-LCNUE,Month-to-month,Yes,Credit card (automatic),73.65,1642.75
0839-QNXME,Two year,No,Credit card (automatic),19.4,578.5
3506-OVLKD,One year,No,Bank transfer (automatic),26.2,954.9
9172-ANCRX,Month-to-month,Yes,Electronic check,98.7,973.25
6650-VJONK,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85
2178-PMGCJ,Month-to-month,Yes,Mailed check,69.7,1490.4
7492-TAFJD,Two year,No,Mailed check,38.55,280
2773-MADBQ,Two year,Yes,Mailed check,53.1,1901.25
6016-LVTJQ,Month-to-month,No,Mailed check,20.65,716.4
7860-KSUGX,Two year,No,Credit card (automatic),64.45,4720
8966-KZXXA,Two year,No,Credit card (automatic),25.1,930.95
6910-HADCM,Month-to-month,No,Electronic check,76.35,76.35
4816-LXZYW,Month-to-month,Yes,Electronic check,79.15,1676.95
9606-PBKBQ,Month-to-month,Yes,Electronic check,85.0,2642.05
5149-QYTTU,One year,Yes,Credit card (automatic),95.15,6770.85
2070-XYMFH,Month-to-month,Yes,Mailed check,79.35,1835.3
2085-BOJKI,One year,Yes,Bank transfer (automatic),96.65,1588.25
0817-HSUSE,Month-to-month,Yes,Electronic check,75.5,75.5
5442-PPTJY,Two year,No,Mailed check,19.7,258.35
1927-QEWMY,Two year,No,Credit card (automatic),20.5,1502.25
1663-MHLHE,Month-to-month,No,Mailed check,19.2,19.2
5663-QBGIS,Two year,No,Bank transfer (automatic),98.35,6929.4
4450-MDZFX,Month-to-month,No,Bank transfer (automatic),74.35,4453.3
6701-DHKWQ,Two year,No,Credit card (automatic),51.35,3244.4
7554-AKDQF,Month-to-month,No,Mailed check,45.65,323.45
3536-IQCTX,Month-to-month,No,Electronic check,85.3,2661.1
4911-BANWH,Month-to-month,Yes,Credit card (automatic),86.55,2697.4
8496-EJAUI,Month-to-month,Yes,Credit card (automatic),73.85,1424.5
0794-YVSGE,Two year,No,Bank transfer (automatic),20.3,1401.15
5423-BHIXO,Month-to-month,Yes,Electronic check,54.2,1739.6
6908-VVYHM,Month-to-month,Yes,Electronic check,90.65,5931
2959-EEXWB,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85
1839-UMACK,One year,No,Electronic check,25.05,949.85
3030-YDNRM,Month-to-month,Yes,Electronic check,74.85,572.45
7321-KKSDU,Two year,No,Mailed check,20.5,696.8
3402-XRIUO,Month-to-month,Yes,Mailed check,63.55,1381.8
3132-TVFDZ,Month-to-month,Yes,Electronic check,44.85,2572.95
8286-AFUYI,Month-to-month,No,Electronic check,47.95,47.95
8080-DDEMJ,Month-to-month,No,Electronic check,45.1,45.1
8356-WUAOJ,Month-to-month,Yes,Electronic check,45.0,45
6365-MTGZX,Month-to-month,Yes,Electronic check,96.0,2122.45
1349-WXNGG,Month-to-month,No,Bank transfer (automatic),20.05,20.05
8058-DMYRU,Month-to-month,Yes,Electronic check,90.05,4931.8
9350-ZXYJC,Two year,Yes,Credit card (automatic),25.3,116.95
6990-YNRIO,Two year,No,Bank transfer (automatic),108.65,6937.95
8958-JPTRR,One year,No,Electronic check,24.3,1261.7
6959-GQEGV,Month-to-month,Yes,Electronic check,75.95,3273.8
3173-WSSUE,Two year,No,Credit card (automatic),19.7,1415.85
1265-HVPZB,One year,No,Credit card (automatic),66.4,3958.2
4115-UMJFQ,One year,Yes,Bank transfer (automatic),35.75,2492.25
7369-TRPFD,One year,No,Mailed check,18.8,279.2
1098-KFQEC,Two year,No,Credit card (automatic),19.4,1083
7190-XHTWJ,One year,No,Mailed check,19.3,755.5
0621-TWIEM,Month-to-month,Yes,Electronic check,45.55,402.6
3537-RYBHH,Month-to-month,Yes,Credit card (automatic),67.45,3252
2485-ITVKB,Month-to-month,Yes,Electronic check,35.1,68.75
3669-OYSJI,Month-to-month,No,Credit card (automatic),46.2,46.2
1612-EOHDH,Month-to-month,No,Electronic check,45.15,45.15
6702-OHFWR,Month-to-month,Yes,Electronic check,43.3,43.3
5296-BFCYD,Two year,Yes,Mailed check,20.1,936.85
4510-PYUSH,Month-to-month,Yes,Credit card (automatic),57.15,2250.65
9359-JANWS,Two year,No,Credit card (automatic),58.9,3857.1
7517-SAWMO,Month-to-month,Yes,Electronic check,73.2,1441.1
4143-HHPMK,Month-to-month,Yes,Electronic check,85.35,4338.6
3279-DYZQM,Two year,No,Mailed check,19.45,1378.45
7054-LGEQW,Month-to-month,No,Mailed check,45.95,45.95
0523-VNGTF,Month-to-month,Yes,Electronic check,50.5,2566.3
9575-IWCAZ,One year,No,Mailed check,25.1,171
7105-MXJLL,One year,No,Mailed check,60.7,1597.4
7064-FRRSW,One year,Yes,Electronic check,99.0,4744.35
7940-UQQUG,One year,Yes,Bank transfer (automatic),104.4,6721.6
0923-PNFUB,Month-to-month,No,Electronic check,83.75,247.25
3961-SXAXY,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05
7010-BRBUU,Two year,No,Credit card (automatic),24.1,1734.65
3566-HJGPK,Month-to-month,Yes,Mailed check,45.55,45.55
3062-ICYZQ,Month-to-month,Yes,Electronic check,93.8,4539.35
9938-PRCVK,Two year,No,Bank transfer (automatic),19.7,804.25
0973-KYVNF,Two year,Yes,Credit card (automatic),70.65,5011.15
5129-HHMZC,Two year,No,Credit card (automatic),86.45,3574.5
9637-CDTKZ,Two year,Yes,Credit card (automatic),114.1,8086.4
3946-JEWRQ,One year,Yes,Credit card (automatic),95.2,4563
7873-CVMAW,Two year,No,Credit card (automatic),88.55,6362.35
0463-WZZKO,Month-to-month,Yes,Credit card (automatic),20.75,67.1
3494-JCHRQ,Month-to-month,Yes,Electronic check,70.05,70.05
6474-FVJLC,Month-to-month,Yes,Electronic check,86.0,165.45
4524-QCSSM,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55
5832-EXGTT,Month-to-month,Yes,Mailed check,60.2,1834.15
8840-DQLGN,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35
2039-JONDJ,One year,No,Bank transfer (automatic),55.45,1477.65
7217-JYHOQ,Month-to-month,Yes,Credit card (automatic),70.3,1706.45
6695-FRVEC,Two year,Yes,Bank transfer (automatic),60.4,3953.7
4547-LYTDD,Month-to-month,No,Electronic check,72.65,1194.3
9894-QMIMJ,One year,No,Bank transfer (automatic),55.8,1327.85
8069-YQQAJ,Month-to-month,Yes,Mailed check,31.1,419.7
6770-XUAGN,Month-to-month,Yes,Electronic check,21.0,21
4193-ORFCL,Month-to-month,No,Mailed check,45.1,45.1
1636-NTNCO,Month-to-month,Yes,Credit card (automatic),50.95,207.35
3466-WAESX,Month-to-month,Yes,Electronic check,69.1,1083.7
9281-PKKZE,Month-to-month,Yes,Electronic check,43.95,2007.85
3638-VBZTA,Two year,Yes,Bank transfer (automatic),86.5,5882.75
7459-IMVYU,Month-to-month,No,Electronic check,69.95,2657.55
7776-QWNFX,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5
6689-TCZHQ,Month-to-month,No,Electronic check,78.95,378.4
8563-OYMQY,Month-to-month,Yes,Credit card (automatic),90.95,1612.2
0754-EEBDC,Two year,No,Mailed check,19.9,76.65
5777-ZPQNC,One year,No,Electronic check,20.15,260.7
1951-IEYXM,Two year,Yes,Credit card (automatic),90.6,6441.85
3318-NMQXL,Month-to-month,Yes,Electronic check,92.0,266.8
3143-ILDAL,Month-to-month,Yes,Electronic check,94.45,5124.6
1022-RKXDR,One year,Yes,Mailed check,24.85,962.25
2361-FJWNO,One year,No,Credit card (automatic),36.0,1382.9
2272-UOINI,Month-to-month,Yes,Electronic check,78.5,571.05
8232-UTFOZ,Two year,No,Credit card (automatic),19.95,1399.35
3750-YHRYO,One year,No,Mailed check,20.65,150
6637-KYRCV,Month-to-month,Yes,Electronic check,30.5,167.2
5668-MEISB,Two year,No,Credit card (automatic),106.1,7657.4
0129-QMPDR,One year,Yes,Bank transfer (automatic),20.5,865.05
7188-CBBBA,One year,Yes,Electronic check,95.5,6153.85
5356-CSVSQ,Month-to-month,No,Electronic check,64.6,174.2
3221-CJMSG,Month-to-month,Yes,Credit card (automatic),51.1,1269.6
4720-VSTSI,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55
3219-JQRSL,Two year,No,Credit card (automatic),89.1,6352.4
2801-NISEI,Month-to-month,No,Electronic check,54.95,1348.5
3946-MHCZW,Month-to-month,No,Mailed check,50.9,50.9
4623-ZKHLY,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55
6732-VAILE,Two year,Yes,Credit card (automatic),85.95,5931.75
8201-AAXCB,Month-to-month,No,Electronic check,60.35,1404.65
7696-CFTAT,Two year,No,Bank transfer (automatic),19.8,726.1
1845-CSBRZ,Month-to-month,No,Bank transfer (automatic),85.35,1961.6
2123-VSCOT,Two year,Yes,Bank transfer (automatic),72.1,4194.85
6651-AZVTJ,Month-to-month,Yes,Electronic check,99.8,4872.45
4566-GOLUK,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95
2484-DGXPZ,Month-to-month,Yes,Mailed check,19.55,658.95
2018-QKYGT,Month-to-month,Yes,Electronic check,81.05,81.05
2792-VPPET,Month-to-month,Yes,Electronic check,20.5,76.95
7409-JURKQ,One year,Yes,Bank transfer (automatic),111.8,5809.75
3247-MHJKM,Month-to-month,No,Mailed check,20.2,20.2
1964-SVLEA,One year,Yes,Mailed check,19.7,415.9
4587-NUKOX,Month-to-month,Yes,Electronic check,79.1,246.5
7297-DVYGA,One year,Yes,Bank transfer (automatic),19.85,996.95
2239-CGBUZ,One year,Yes,Bank transfer (automatic),60.5,3145.15
0854-UYHZD,Two year,No,Mailed check,19.55,265.3
7243-LCGGZ,Month-to-month,No,Mailed check,20.9,20.9
8267-KFGYD,Month-to-month,Yes,Mailed check,21.05,21.05
4890-VMUAV,One year,No,Electronic check,71.5,4576.3
9261-WDCAF,Month-to-month,No,Mailed check,54.65,189.1
3764-MNMOI,Two year,No,Credit card (automatic),19.2,908.15
7442-YGZFK,Month-to-month,Yes,Credit card (automatic),49.8,49.8
0420-BWTPW,Month-to-month,No,Mailed check,25.5,215.2
8229-BUJHX,Two year,No,Bank transfer (automatic),20.5,1500.95
7449-HVPIV,Month-to-month,Yes,Credit card (automatic),90.4,5099.15
5504-WSIUR,One year,Yes,Bank transfer (automatic),90.25,6385.95
8183-ONMXC,Month-to-month,No,Electronic check,80.75,159.45
8466-PZBLH,Two year,No,Bank transfer (automatic),104.6,6885.75
9614-RMGHA,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85
8735-IJJEG,Month-to-month,No,Credit card (automatic),50.2,668.85
0564-MUUQK,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2
5054-IEXZT,Month-to-month,Yes,Electronic check,75.35,75.35
5834-ASPWA,Month-to-month,Yes,Electronic check,75.45,75.45
0701-RFGFI,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95
0019-EFAEP,Two year,Yes,Bank transfer (automatic),101.3,7261.25
5619-PTMIK,Month-to-month,No,Electronic check,53.1,2459.8
3737-XBQDD,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8
5882-CMAZQ,Month-to-month,No,Electronic check,34.25,163.55
5846-QFDFI,Month-to-month,No,Credit card (automatic),88.6,2888.7
4445-KWOKW,One year,Yes,Bank transfer (automatic),60.15,2421.6
3511-APPBJ,One year,Yes,Credit card (automatic),99.95,2292.75
7967-HYCDE,Month-to-month,No,Bank transfer (automatic),70.7,553.4
2430-RRYUW,One year,Yes,Mailed check,54.8,3465.7
3948-XHGNA,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4
3723-BFBGR,Month-to-month,No,Credit card (automatic),54.8,1291.3
0565-IYCGT,One year,Yes,Credit card (automatic),78.6,5356.45
5447-WZAFP,One year,Yes,Mailed check,100.3,5200.8
5110-CHOPY,Two year,No,Electronic check,53.6,3237.05
5445-UTODQ,Month-to-month,Yes,Electronic check,81.1,576.65
4425-OWHWB,One year,Yes,Credit card (automatic),19.35,433.75
7892-QVYKW,Month-to-month,No,Electronic check,85.6,1868.4
9675-ICXCT,Two year,Yes,Electronic check,80.8,5728.55
1024-VRZHF,Month-to-month,Yes,Electronic check,74.95,825.7
4703-MQYKT,Two year,No,Mailed check,19.6,390.4
9497-QCMMS,Month-to-month,Yes,Electronic check,93.55,93.55
5692-ICXLW,Month-to-month,Yes,Electronic check,90.7,2845.15
0602-DDUML,Two year,No,Mailed check,69.75,3894.4
2208-MPXIO,Two year,Yes,Bank transfer (automatic),20.0,886.4
1960-UYCNN,Month-to-month,Yes,Electronic check,95.25,1021.55
0348-SDKOL,Month-to-month,Yes,Credit card (automatic),102.1,5885.4
3190-FZATL,Month-to-month,No,Mailed check,19.95,268.4
7336-RLLRH,One year,No,Mailed check,80.85,2204.35
4373-MAVJG,Month-to-month,Yes,Bank transfer (automatic),90.9,1259
8901-HJXTF,Month-to-month,No,Mailed check,29.2,309.1
7710-JSYOA,Two year,Yes,Bank transfer (automatic),93.3,6398.05
5419-KLXBN,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75
3424-NMNBO,One year,Yes,Electronic check,108.85,6287.25
9885-MFVSU,Two year,Yes,Credit card (automatic),46.35,1662.05
4514-GFCFI,Month-to-month,Yes,Electronic check,84.75,1350.15
0607-MVMGC,One year,No,Credit card (automatic),78.75,3600.65
3365-SAIGS,Month-to-month,Yes,Electronic check,83.55,1329.15
9828-AOQLM,Month-to-month,Yes,Electronic check,45.7,45.7
8022-BECSI,One year,No,Mailed check,19.6,422.5
8000-REIQB,Month-to-month,Yes,Electronic check,69.95,69.95
9993-LHIEB,Two year,No,Mailed check,67.85,4627.65
0266-CLZKZ,Two year,Yes,Bank transfer (automatic),105.65,6717.9
7615-ESMYF,Month-to-month,No,Electronic check,44.6,97.1
3858-VOBET,Month-to-month,Yes,Electronic check,74.95,1710.45
7020-OZKXZ,Month-to-month,No,Credit card (automatic),75.5,637.4
3977-QCRSL,Month-to-month,No,Mailed check,20.15,117.95
0017-DINOC,Two year,No,Credit card (automatic),45.2,2460.55
1447-PJGGA,Two year,Yes,Electronic check,95.25,5464.65
8565-CLBZW,Month-to-month,Yes,Mailed check,89.85,2165.05
9139-WQQDY,One year,No,Mailed check,100.45,4941.8
0224-HJAPT,Month-to-month,No,Electronic check,47.15,223.15
8086-OVPWV,Month-to-month,Yes,Electronic check,80.2,181.1
9430-FRQOC,Month-to-month,Yes,Mailed check,87.1,341.45
7639-OPLNG,Two year,Yes,Bank transfer (automatic),79.25,5731.85
3074-GQWYX,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75
1492-QGCLU,Month-to-month,No,Electronic check,85.7,4616.1
6845-RGTYS,Month-to-month,Yes,Electronic check,98.75,4533.7
7328-OWMOM,One year,No,Credit card (automatic),20.1,589.25
4418-LZMSV,Month-to-month,No,Bank transfer (automatic),61.8,750.1
5155-AZQPB,Month-to-month,No,Mailed check,49.9,1410.25
8861-HGGKB,Month-to-month,No,Electronic check,86.45,830.85
1087-GRUYI,Two year,No,Bank transfer (automatic),20.4,743.5
7065-YUNRY,Month-to-month,Yes,Mailed check,45.3,45.3
7694-VLBWQ,One year,No,Electronic check,104.1,7040.85
2546-KZAAT,One year,Yes,Mailed check,75.4,3865.45
0181-RITDD,Two year,No,Mailed check,108.15,6825.65
5989-PGKJB,Month-to-month,Yes,Electronic check,86.25,1340.1
4795-KTRTH,Month-to-month,Yes,Electronic check,81.0,371.65
8272-ONJLV,One year,No,Electronic check,95.7,1184
1488-PBLJN,Two year,Yes,Bank transfer (automatic),116.85,8477.7
0308-GIQJT,One year,No,Bank transfer (automatic),105.75,7382.85
3778-FOAQW,One year,No,Mailed check,20.15,456.85
4452-ROHMO,Two year,No,Mailed check,19.6,331.6
6481-OGDOO,One year,Yes,Credit card (automatic),90.6,6056.15
3090-LETTY,Month-to-month,No,Bank transfer (automatic),60.95,134.6
